id,agno,home,away,score_0,score_1,tournament
4268,2005,Kuwait,Arabia Saudita,0,0,FIFA World Cup qualification
4269,2005,Letonia,Luxemburgo,4,0,FIFA World Cup qualification
4270,2005,Macedonia del Norte,Rumania,1,2,FIFA World Cup qualification
4271,2005,Moldavia,Noruega,0,0,FIFA World Cup qualification
4272,2005,Países Bajos,Armenia,2,0,FIFA World Cup qualification
4273,2005,Panamá,México,1,1,FIFA World Cup qualification
4274,2005,Paraguay,Chile,2,1,FIFA World Cup qualification
4275,2005,Perú,Ecuador,2,2,FIFA World Cup qualification
4276,2005,Polonia,Irlanda del Norte,1,0,FIFA World Cup qualification
4277,2005,San Marino,Bélgica,1,2,FIFA World Cup qualification
4278,2005,Serbia,España,0,0,FIFA World Cup qualification
4279,2005,Eslovaquia,Portugal,1,1,FIFA World Cup qualification
4280,2005,Eslovenia,Bielorrusia,1,1,FIFA World Cup qualification
4281,2005,Suiza,Chipre,1,0,FIFA World Cup qualification
4282,2005,Trinidad y Tobago,Costa Rica,0,0,FIFA World Cup qualification
4283,2005,Ucrania,Dinamarca,1,0,FIFA World Cup qualification
4284,2005,Uruguay,Brasil,1,1,FIFA World Cup qualification
4285,2005,Estados Unidos,Guatemala,2,0,FIFA World Cup qualification
4286,2005,Baréin,Japón,0,1,FIFA World Cup qualification
4287,2005,Irán,Corea del Norte,1,0,FIFA World Cup qualification
4288,2005,Libia,Costa de Marfil,0,0,FIFA World Cup qualification
4289,2005,Arabia Saudita,Kuwait,3,0,FIFA World Cup qualification
4290,2005,Uzbekistán,Corea del Sur,1,1,FIFA World Cup qualification
4291,2005,Albania,Georgia,3,2,FIFA World Cup qualification
4292,2005,Armenia,Macedonia del Norte,1,2,FIFA World Cup qualification
4293,2005,Azerbaiyán,Polonia,0,3,FIFA World Cup qualification
4294,2005,Bielorrusia,Eslovenia,1,1,FIFA World Cup qualification
4295,2005,Benín,Camerún,1,4,FIFA World Cup qualification
4296,2005,Botsuana,Túnez,1,3,FIFA World Cup qualification
4297,2005,Bulgaria,Croacia,1,3,FIFA World Cup qualification
4298,2005,Cabo Verde,Sudáfrica,1,2,FIFA World Cup qualification
4299,2005,Chile,Bolivia,3,1,FIFA World Cup qualification
4300,2005,Colombia,Perú,5,0,FIFA World Cup qualification
4301,2005,República Checa,Andorra,8,1,FIFA World Cup qualification
4302,2005,Ecuador,Argentina,2,0,FIFA World Cup qualification
4303,2005,Estonia,Liechtenstein,2,0,FIFA World Cup qualification
4304,2005,Islas Feroe,Suiza,1,3,FIFA World Cup qualification
4305,2005,Guatemala,México,0,2,FIFA World Cup qualification
4306,2005,Islandia,Hungría,2,3,FIFA World Cup qualification
4307,2005,Irlanda,Israel,2,2,FIFA World Cup qualification
4308,2005,Marruecos,Malaui,4,1,FIFA World Cup qualification
4309,2005,Países Bajos,Rumania,2,0,FIFA World Cup qualification
4310,2005,Noruega,Italia,0,0,FIFA World Cup qualification
4311,2005,Portugal,Eslovaquia,2,0,FIFA World Cup qualification
4312,2005,Rusia,Letonia,2,0,FIFA World Cup qualification
4313,2005,San Marino,Bosnia y Herzegovina,1,3,FIFA World Cup qualification
4314,2005,Escocia,Moldavia,2,0,FIFA World Cup qualification
4315,2005,Serbia,Bélgica,0,0,FIFA World Cup qualification
4316,2005,España,Lituania,1,0,FIFA World Cup qualification
4317,2005,Suecia,Malta,6,0,FIFA World Cup qualification
4318,2005,Trinidad y Tobago,Panamá,2,0,FIFA World Cup qualification
4319,2005,Turquía,Grecia,0,0,FIFA World Cup qualification
4320,2005,Ucrania,Kazajistán,2,0,FIFA World Cup qualification
4321,2005,Estados Unidos,Costa Rica,3,0,FIFA World Cup qualification
4322,2005,Venezuela,Uruguay,1,1,FIFA World Cup qualification
4323,2005,Angola,Argelia,2,1,FIFA World Cup qualification
4324,2005,Brasil,Paraguay,4,1,FIFA World Cup qualification
4325,2005,Congo,Senegal,0,0,FIFA World Cup qualification
4326,2005,República Democrática del Congo,Uganda,4,0,FIFA World Cup qualification
4327,2005,Egipto,Sudán,6,1,FIFA World Cup qualification
4328,2005,Ghana,Burkina Faso,2,1,FIFA World Cup qualification
4329,2005,Guinea,Kenia,1,0,FIFA World Cup qualification
4330,2005,Malí,Liberia,4,1,FIFA World Cup qualification
4331,2005,Ruanda,Nigeria,1,1,FIFA World Cup qualification
4332,2005,Togo,Zambia,4,1,FIFA World Cup qualification
4333,2005,Zimbabue,Gabón,1,0,FIFA World Cup qualification
4334,2005,Perú,Uruguay,0,0,FIFA World Cup qualification
4335,2005,Argentina,Brasil,3,1,FIFA World Cup qualification
4336,2005,Bielorrusia,Escocia,0,0,FIFA World Cup qualification
4337,2005,Chile,Venezuela,2,1,FIFA World Cup qualification
4338,2005,Colombia,Ecuador,3,0,FIFA World Cup qualification
4339,2005,Costa Rica,Guatemala,3,2,FIFA World Cup qualification
4340,2005,República Checa,Macedonia del Norte,6,1,FIFA World Cup qualification
4341,2005,Dinamarca,Albania,3,1,FIFA World Cup qualification
4342,2005,Estonia,Portugal,0,1,FIFA World Cup qualification
4343,2005,Islas Feroe,Irlanda,0,2,FIFA World Cup qualification
4344,2005,Finlandia,Países Bajos,0,4,FIFA World Cup qualification
4345,2005,Grecia,Ucrania,0,1,FIFA World Cup qualification
4346,2005,Islandia,Malta,4,1,FIFA World Cup qualification
4347,2005,Irán,Baréin,1,0,FIFA World Cup qualification
4348,2005,Kazajistán,Turquía,0,6,FIFA World Cup qualification
4349,2005,Corea del Norte,Japón,0,2,FIFA World Cup qualification
4350,2005,Kuwait,Corea del Sur,0,4,FIFA World Cup qualification
4351,2005,Letonia,Liechtenstein,1,0,FIFA World Cup qualification
4352,2005,Luxemburgo,Eslovaquia,0,4,FIFA World Cup qualification
4353,2005,México,Trinidad y Tobago,2,0,FIFA World Cup qualification
4354,2005,Panamá,Estados Unidos,0,3,FIFA World Cup qualification
4355,2005,Paraguay,Bolivia,4,1,FIFA World Cup qualification
4356,2005,Rumania,Armenia,3,0,FIFA World Cup qualification
4357,2005,Arabia Saudita,Uzbekistán,3,0,FIFA World Cup qualification
4358,2005,España,Bosnia y Herzegovina,1,1,FIFA World Cup qualification
4359,2005,Túnez,Guinea,2,0,FIFA World Cup qualification
4360,2005,Burkina Faso,República Democrática del Congo,2,0,FIFA World Cup qualification
4361,2005,Gabón,Ruanda,3,0,FIFA World Cup qualification
4362,2005,Kenia,Marruecos,0,0,FIFA World Cup qualification
4363,2005,Malaui,Botsuana,1,3,FIFA World Cup qualification
4364,2005,Nigeria,Angola,1,1,FIFA World Cup qualification
4365,2005,Senegal,Togo,2,2,FIFA World Cup qualification
4366,2005,Sudáfrica,Ghana,0,2,FIFA World Cup qualification
4367,2005,Uganda,Cabo Verde,1,0,FIFA World Cup qualification
4368,2005,Zambia,Malí,2,1,FIFA World Cup qualification
4369,2005,Argelia,Zimbabue,2,2,FIFA World Cup qualification
4370,2005,Camerún,Libia,1,0,FIFA World Cup qualification
4371,2005,Costa de Marfil,Egipto,2,0,FIFA World Cup qualification
4372,2005,Liberia,Congo,0,2,FIFA World Cup qualification
4373,2005,Baréin,Corea del Norte,2,3,FIFA World Cup qualification
4374,2005,Islas Feroe,Chipre,0,3,FIFA World Cup qualification
4375,2005,Guatemala,Panamá,2,1,FIFA World Cup qualification
4376,2005,Japón,Irán,2,1,FIFA World Cup qualification
4377,2005,Kazajistán,Georgia,1,2,FIFA World Cup qualification
4378,2005,Corea del Sur,Arabia Saudita,0,1,FIFA World Cup qualification
4379,2005,Letonia,Rusia,1,1,FIFA World Cup qualification
4380,2005,Liechtenstein,Eslovaquia,0,0,FIFA World Cup qualification
4381,2005,Macedonia del Norte,Finlandia,0,3,FIFA World Cup qualification
4382,2005,México,Costa Rica,2,0,FIFA World Cup qualification
4383,2005,Rumania,Andorra,2,0,FIFA World Cup qualification
4384,2005,Sudán,Benín,1,0,FIFA World Cup qualification
4385,2005,Túnez,Kenia,1,0,FIFA World Cup qualification
4386,2005,Estados Unidos,Trinidad y Tobago,1,0,FIFA World Cup qualification
4387,2005,Uzbekistán,Kuwait,3,2,FIFA World Cup qualification
4388,2005,Libia,Sudán,0,0,FIFA World Cup qualification
4389,2005,Albania,Kazajistán,2,1,FIFA World Cup qualification
4390,2005,Andorra,Finlandia,0,0,FIFA World Cup qualification
4391,2005,Armenia,Países Bajos,0,1,FIFA World Cup qualification
4392,2005,Australia,Islas Salomón,7,0,FIFA World Cup qualification
4393,2005,Bolivia,Ecuador,1,2,FIFA World Cup qualification
4394,2005,Bosnia y Herzegovina,Bélgica,1,0,FIFA World Cup qualification
4395,2005,Burkina Faso,Sudáfrica,3,1,FIFA World Cup qualification
4396,2005,Estonia,Letonia,2,1,FIFA World Cup qualification
4397,2005,Francia,Islas Feroe,3,0,FIFA World Cup qualification
4398,2005,Georgia,Ucrania,1,1,FIFA World Cup qualification
4399,2005,Hungría,Malta,4,0,FIFA World Cup qualification
4400,2005,Islandia,Croacia,1,3,FIFA World Cup qualification
4401,2005,Kenia,Túnez,0,2,FIFA World Cup qualification
4402,2005,Malí,Congo,2,0,FIFA World Cup qualification
4403,2005,Moldavia,Bielorrusia,2,0,FIFA World Cup qualification
4404,2005,Marruecos,Botsuana,1,0,FIFA World Cup qualification
4405,2005,Irlanda del Norte,Azerbaiyán,2,0,FIFA World Cup qualification
4406,2005,Panamá,Costa Rica,1,3,FIFA World Cup qualification
4407,2005,Paraguay,Argentina,1,0,FIFA World Cup qualification
4408,2005,Polonia,Austria,3,2,FIFA World Cup qualification
4409,2005,Portugal,Luxemburgo,6,0,FIFA World Cup qualification
4410,2005,Rumania,República Checa,2,0,FIFA World Cup qualification
4411,2005,Rusia,Liechtenstein,2,0,FIFA World Cup qualification
4412,2005,Escocia,Italia,1,1,FIFA World Cup qualification
4413,2005,Serbia,Lituania,2,0,FIFA World Cup qualification
4414,2005,Eslovenia,Noruega,2,3,FIFA World Cup qualification
4415,2005,Suecia,Bulgaria,3,0,FIFA World Cup qualification
4416,2005,Suiza,Israel,1,1,FIFA World Cup qualification
4417,2005,Trinidad y Tobago,Guatemala,3,2,FIFA World Cup qualification
4418,2005,Turquía,Dinamarca,2,2,FIFA World Cup qualification
4419,2005,Estados Unidos,México,2,0,FIFA World Cup qualification
4420,2005,Venezuela,Perú,4,1,FIFA World Cup qualification
4421,2005,Gales,Inglaterra,0,1,FIFA World Cup qualification
4422,2005,Zambia,Senegal,0,1,FIFA World Cup qualification
4423,2005,Argelia,Nigeria,2,5,FIFA World Cup qualification
4424,2005,Angola,Gabón,3,0,FIFA World Cup qualification
4425,2005,Brasil,Chile,5,0,FIFA World Cup qualification
4426,2005,República Democrática del Congo,Cabo Verde,2,1,FIFA World Cup qualification
4427,2005,Egipto,Benín,4,1,FIFA World Cup qualification
4428,2005,Ghana,Uganda,2,0,FIFA World Cup qualification
4429,2005,Guinea,Malaui,3,1,FIFA World Cup qualification
4430,2005,Costa de Marfil,Camerún,2,3,FIFA World Cup qualification
4431,2005,Togo,Liberia,3,0,FIFA World Cup qualification
4432,2005,Uruguay,Colombia,3,2,FIFA World Cup qualification
4433,2005,Zimbabue,Ruanda,3,1,FIFA World Cup qualification
4434,2005,Islas Salomón,Australia,1,2,FIFA World Cup qualification
4435,2005,Azerbaiyán,Austria,0,0,FIFA World Cup qualification
4436,2005,Bielorrusia,Italia,1,4,FIFA World Cup qualification
4437,2005,Bélgica,San Marino,8,0,FIFA World Cup qualification
4438,2005,Bulgaria,Islandia,3,2,FIFA World Cup qualification
4439,2005,Costa Rica,Trinidad y Tobago,2,0,FIFA World Cup qualification
4440,2005,Chipre,Suiza,1,3,FIFA World Cup qualification
4441,2005,República Checa,Armenia,4,1,FIFA World Cup qualification
4442,2005,Dinamarca,Georgia,6,1,FIFA World Cup qualification
4443,2005,Islas Feroe,Israel,0,2,FIFA World Cup qualification
4444,2005,Finlandia,Macedonia del Norte,5,1,FIFA World Cup qualification
4445,2005,Guatemala,Estados Unidos,0,0,FIFA World Cup qualification
4446,2005,Hungría,Suecia,0,1,FIFA World Cup qualification
4447,2005,Irlanda,Francia,0,1,FIFA World Cup qualification
4448,2005,Kazajistán,Grecia,1,2,FIFA World Cup qualification
4449,2005,Letonia,Eslovaquia,1,1,FIFA World Cup qualification
4450,2005,Liechtenstein,Luxemburgo,3,0,FIFA World Cup qualification
4451,2005,Lituania,Bosnia y Herzegovina,0,1,FIFA World Cup qualification
4452,2005,Malta,Croacia,1,1,FIFA World Cup qualification
4453,2005,México,Panamá,5,0,FIFA World Cup qualification
4454,2005,Moldavia,Eslovenia,1,2,FIFA World Cup qualification
4455,2005,Países Bajos,Andorra,4,0,FIFA World Cup qualification
4456,2005,Irlanda del Norte,Inglaterra,1,0,FIFA World Cup qualification
4457,2005,Noruega,Escocia,1,2,FIFA World Cup qualification
4458,2005,Polonia,Gales,1,0,FIFA World Cup qualification
4459,2005,Rusia,Portugal,0,0,FIFA World Cup qualification
4460,2005,España,Serbia,1,1,FIFA World Cup qualification
4461,2005,Ucrania,Turquía,0,1,FIFA World Cup qualification
4462,2005,Liberia,Zambia,0,5,FIFA World Cup qualification
4463,2005,Bélgica,España,0,2,FIFA World Cup qualification
4464,2005,Bosnia y Herzegovina,San Marino,3,0,FIFA World Cup qualification
4465,2005,Botsuana,Guinea,1,2,FIFA World Cup qualification
4466,2005,Bulgaria,Hungría,2,0,FIFA World Cup qualification
4467,2005,Camerún,Egipto,1,1,FIFA World Cup qualification
4468,2005,Cabo Verde,Ghana,0,4,FIFA World Cup qualification
4469,2005,Colombia,Chile,1,1,FIFA World Cup qualification
4470,2005,Congo,Togo,2,3,FIFA World Cup qualification
4471,2005,Costa Rica,Estados Unidos,3,0,FIFA World Cup qualification
4472,2005,Croacia,Suecia,1,0,FIFA World Cup qualification
4473,2005,Chipre,Irlanda,0,1,FIFA World Cup qualification
4474,2005,República Checa,Países Bajos,0,2,FIFA World Cup qualification
4475,2005,Dinamarca,Grecia,1,0,FIFA World Cup qualification
4476,2005,Ecuador,Uruguay,0,0,FIFA World Cup qualification
4477,2005,Inglaterra,Austria,1,0,FIFA World Cup qualification
4478,2005,Finlandia,Rumania,0,1,FIFA World Cup qualification
4479,2005,Gabón,Argelia,0,0,FIFA World Cup qualification
4480,2005,Georgia,Kazajistán,0,0,FIFA World Cup qualification
4481,2005,Israel,Islas Feroe,2,1,FIFA World Cup qualification
4482,2005,Italia,Eslovenia,1,0,FIFA World Cup qualification
4483,2005,Lituania,Serbia,0,2,FIFA World Cup qualification
4484,2005,Malaui,Kenia,3,0,FIFA World Cup qualification
4485,2005,México,Guatemala,5,2,FIFA World Cup qualification
4486,2005,Nigeria,Zimbabue,5,1,FIFA World Cup qualification
4487,2005,Irlanda del Norte,Gales,2,3,FIFA World Cup qualification
4488,2005,Noruega,Moldavia,1,0,FIFA World Cup qualification
4489,2005,Panamá,Trinidad y Tobago,0,1,FIFA World Cup qualification
4490,2005,Portugal,Liechtenstein,2,1,FIFA World Cup qualification
4491,2005,Rusia,Luxemburgo,5,1,FIFA World Cup qualification
4492,2005,Ruanda,Angola,0,1,FIFA World Cup qualification
4493,2005,Escocia,Bielorrusia,0,1,FIFA World Cup qualification
4494,2005,Senegal,Malí,3,0,FIFA World Cup qualification
4495,2005,Eslovaquia,Estonia,1,0,FIFA World Cup qualification
4496,2005,Sudáfrica,República Democrática del Congo,2,2,FIFA World Cup qualification
4497,2005,Sudán,Costa de Marfil,1,3,FIFA World Cup qualification
4498,2005,Suiza,Francia,1,1,FIFA World Cup qualification
4499,2005,Túnez,Marruecos,2,2,FIFA World Cup qualification
4500,2005,Uganda,Burkina Faso,2,2,FIFA World Cup qualification
4501,2005,Ucrania,Albania,2,2,FIFA World Cup qualification
4502,2005,Uzbekistán,Baréin,1,1,FIFA World Cup qualification
4503,2005,Venezuela,Paraguay,0,1,FIFA World Cup qualification
4504,2005,Argentina,Perú,2,0,FIFA World Cup qualification
4505,2005,Benín,Libia,1,0,FIFA World Cup qualification
4506,2005,Bolivia,Brasil,1,1,FIFA World Cup qualification
4507,2005,Albania,Turquía,0,1,FIFA World Cup qualification
4508,2005,Andorra,Armenia,0,3,FIFA World Cup qualification
4509,2005,Austria,Irlanda del Norte,2,0,FIFA World Cup qualification
4510,2005,Baréin,Uzbekistán,0,0,FIFA World Cup qualification
4511,2005,Bielorrusia,Noruega,0,1,FIFA World Cup qualification
4512,2005,Brasil,Venezuela,3,0,FIFA World Cup qualification
4513,2005,Chile,Ecuador,0,0,FIFA World Cup qualification
4514,2005,Inglaterra,Polonia,2,1,FIFA World Cup qualification
4515,2005,Finlandia,República Checa,0,3,FIFA World Cup qualification
4516,2005,Francia,Chipre,4,0,FIFA World Cup qualification
4517,2005,Grecia,Georgia,1,0,FIFA World Cup qualification
4518,2005,Guatemala,Costa Rica,3,1,FIFA World Cup qualification
4519,2005,Hungría,Croacia,0,0,FIFA World Cup qualification
4520,2005,Irlanda,Suiza,0,0,FIFA World Cup qualification
4521,2005,Italia,Moldavia,2,1,FIFA World Cup qualification
4522,2005,Kazajistán,Dinamarca,1,2,FIFA World Cup qualification
4523,2005,Lituania,Bélgica,1,1,FIFA World Cup qualification
4524,2005,Luxemburgo,Estonia,0,2,FIFA World Cup qualification
4525,2005,Malta,Bulgaria,1,1,FIFA World Cup qualification
4526,2005,Países Bajos,Macedonia del Norte,0,0,FIFA World Cup qualification
4527,2005,Paraguay,Colombia,0,1,FIFA World Cup qualification
4528,2005,Perú,Bolivia,4,1,FIFA World Cup qualification
4529,2005,Portugal,Letonia,3,0,FIFA World Cup qualification
4530,2005,San Marino,España,0,6,FIFA World Cup qualification
4531,2005,Serbia,Bosnia y Herzegovina,1,0,FIFA World Cup qualification
4532,2005,Eslovaquia,Rusia,0,0,FIFA World Cup qualification
4533,2005,Eslovenia,Escocia,0,3,FIFA World Cup qualification
4534,2005,Suecia,Islandia,3,1,FIFA World Cup qualification
4535,2005,Trinidad y Tobago,México,2,1,FIFA World Cup qualification
4536,2005,Uruguay,Argentina,1,0,FIFA World Cup qualification
4537,2005,Estados Unidos,Panamá,2,0,FIFA World Cup qualification
4538,2005,Gales,Azerbaiyán,2,0,FIFA World Cup qualification
4539,2005,Noruega,República Checa,0,1,FIFA World Cup qualification
4540,2005,España,Eslovaquia,5,1,FIFA World Cup qualification
4541,2005,Suiza,Turquía,2,0,FIFA World Cup qualification
4542,2005,Trinidad y Tobago,Baréin,1,1,FIFA World Cup qualification
4543,2005,Uruguay,Australia,1,0,FIFA World Cup qualification
4544,2005,Australia,Uruguay,1,0,FIFA World Cup qualification
4545,2005,Baréin,Trinidad y Tobago,0,1,FIFA World Cup qualification
4546,2005,República Checa,Noruega,1,0,FIFA World Cup qualification
4547,2005,Eslovaquia,España,1,1,FIFA World Cup qualification
4548,2005,Turquía,Suiza,4,2,FIFA World Cup qualification
4549,2007,Bangladesh,Tayikistán,1,1,FIFA World Cup qualification
4550,2007,Líbano,India,4,1,FIFA World Cup qualification
4551,2007,Omán,Nepal,2,0,FIFA World Cup qualification
4552,2007,Palestina,Singapur,0,4,FIFA World Cup qualification
4553,2007,Siria,Afganistán,3,0,FIFA World Cup qualification
4554,2007,Tailandia,Macao,6,1,FIFA World Cup qualification
4555,2007,Vietnam,Emiratos Árabes Unidos,0,1,FIFA World Cup qualification
4556,2007,Yemen,Maldivas,3,0,FIFA World Cup qualification
4557,2007,Camboya,Turkmenistán,0,1,FIFA World Cup qualification
4558,2007,Argentina,Chile,2,0,FIFA World Cup qualification
4559,2007,Ecuador,Venezuela,0,1,FIFA World Cup qualification
4560,2007,Perú,Paraguay,0,0,FIFA World Cup qualification
4561,2007,Uruguay,Bolivia,5,0,FIFA World Cup qualification
4562,2007,Uzbekistán,Taiwán,9,0,FIFA World Cup qualification
4563,2007,Colombia,Brasil,0,0,FIFA World Cup qualification
4564,2007,Madagascar,Comoras,6,2,FIFA World Cup qualification
4565,2007,Macao,Tailandia,1,7,FIFA World Cup qualification
4566,2007,Venezuela,Argentina,0,2,FIFA World Cup qualification
4567,2007,Bolivia,Colombia,0,0,FIFA World Cup qualification
4568,2007,Brasil,Ecuador,5,0,FIFA World Cup qualification
4569,2007,Chile,Perú,2,0,FIFA World Cup qualification
4570,2007,Paraguay,Uruguay,1,0,FIFA World Cup qualification
4571,2007,Sierra Leona,Guinea-Bissau,1,0,FIFA World Cup qualification
4572,2007,Kirguistán,Jordania,2,0,FIFA World Cup qualification
4573,2007,Baréin,Malasia,4,1,FIFA World Cup qualification
4574,2007,China,Birmania,7,0,FIFA World Cup qualification
4575,2007,Timor Oriental,Hong Kong,2,3,FIFA World Cup qualification
4576,2007,Mongolia,Corea del Norte,1,4,FIFA World Cup qualification
